================================================================================
FVG (Fair Value Gap) Analysis Results
Time Window: 8:30 - 10:00
================================================================================

SUMMARY BY YEAR
--------------------------------------------------------------------------------
Year     Trading Days    Bullish FVG     Bearish FVG     Total FVG   
--------------------------------------------------------------------------------
2018     257             520             483             1003        
2019     258             510             409             919         
2020     259             529             426             955         
2021     258             504             411             915         
2022     258             485             493             978         
2023     257             491             484             975         
2024     259             483             435             918         
2025     222             398             340             738         
--------------------------------------------------------------------------------
TOTAL                    3920            3481            7401        
12/03/2025   10:00:00     Bearish    12.8871        
13/03/2025   08:55:00     Bearish    42.2696        
13/03/2025   09:15:00     Bullish    18.2997        
13/03/2025   09:20:00     Bullish    15.2068        
13/03/2025   09:40:00     Bearish    19.3306        
14/03/2025   08:40:00     Bullish    1.0310         
14/03/2025   09:00:00     Bearish    31.4445        
14/03/2025   09:40:00     Bullish    0.5155         
14/03/2025   10:00:00     Bullish    28.0938        
17/03/2025   08:40:00     Bullish    46.9090        
17/03/2025   09:30:00     Bearish    37.3725        
17/03/2025   09:55:00     Bearish    18.2997        
18/03/2025   08:40:00     Bearish    33.9185        
18/03/2025   08:45:00     Bearish    19.8920        
19/03/2025   08:55:00     Bullish    20.1471        
19/03/2025   09:05:00     Bullish    12.2413        
19/03/2025   09:45:00     Bearish    3.8254         
20/03/2025   09:05:00     Bullish    48.7100        
20/03/2025   09:25:00     Bullish    4.3354         
20/03/2025   09:55:00     Bearish    12.7513        
21/03/2025   08:45:00     Bullish    3.0603         
21/03/2025   09:25:00     Bullish    2.5503         
21/03/2025   10:00:00     Bullish    30.3481        
24/03/2025   08:50:00     Bullish    14.5365        
24/03/2025   09:20:00     Bullish    4.3354         
24/03/2025   09:50:00     Bullish    9.6910         
25/03/2025   09:40:00     Bullish    3.5704         
25/03/2025   09:45:00     Bullish    8.9259         
26/03/2025   08:50:00     Bearish    18.3619        
26/03/2025   08:55:00     Bearish    14.0264        
26/03/2025   09:00:00     Bearish    2.5503         
26/03/2025   09:20:00     Bearish    12.4963        
27/03/2025   08:50:00     Bullish    19.1270        
27/03/2025   08:55:00     Bullish    38.7640        
27/03/2025   09:30:00     Bullish    10.9661        
27/03/2025   09:35:00     Bullish    2.5503         
27/03/2025   09:40:00     Bullish    7.6508         
27/03/2025   09:55:00     Bullish    2.5503         
28/03/2025   09:10:00     Bearish    48.9650        
28/03/2025   09:15:00     Bearish    23.7174        
28/03/2025   09:30:00     Bearish    10.9661        
31/03/2025   08:55:00     Bullish    34.9386        
31/03/2025   09:00:00     Bullish    0.7651         
31/03/2025   09:20:00     Bearish    10.2010        
31/03/2025   09:25:00     Bearish    5.8656         
31/03/2025   09:35:00     Bullish    19.1270        
01/04/2025   08:45:00     Bullish    4.0804         
01/04/2025   09:15:00     Bearish    2.2952         
01/04/2025   09:40:00     Bullish    28.3079        
01/04/2025   09:55:00     Bullish    11.7312        
01/04/2025   10:00:00     Bullish    7.6508         
02/04/2025   08:40:00     Bullish    55.3407        
02/04/2025   08:45:00     Bullish    4.0804         
02/04/2025   09:20:00     Bullish    2.2952         
03/04/2025   09:05:00     Bearish    6.6307         
03/04/2025   09:50:00     Bearish    37.9989        
04/04/2025   09:10:00     Bearish    67.8370        
04/04/2025   09:15:00     Bearish    3.8254         
04/04/2025   09:35:00     Bearish    1.2751         
04/04/2025   09:45:00     Bearish    0.5101         
07/04/2025   08:50:00     Bullish    33.4084        
07/04/2025   08:55:00     Bullish    117.8221       
07/04/2025   09:00:00     Bullish    39.7841        
07/04/2025   09:15:00     Bullish    589.1106       
07/04/2025   09:25:00     Bearish    214.9871       
07/04/2025   09:55:00     Bullish    97.9301        
08/04/2025   09:55:00     Bearish    10.7111        
09/04/2025   09:50:00     Bearish    5.6106         
09/04/2025   09:55:00     Bearish    48.2000        
10/04/2025   09:00:00     Bearish    5.3556         
10/04/2025   09:50:00     Bearish    17.8518        
10/04/2025   10:00:00     Bearish    13.2614        
11/04/2025   09:20:00     Bearish    41.5693        
11/04/2025   09:25:00     Bearish    20.4021        
11/04/2025   09:35:00     Bullish    20.6571        
11/04/2025   09:45:00     Bullish    17.0868        
14/04/2025   08:40:00     Bearish    65.5417        
14/04/2025   08:45:00     Bearish    11.2212        
14/04/2025   09:05:00     Bullish    3.8254         
14/04/2025   09:30:00     Bullish    4.5905         
14/04/2025   10:00:00     Bearish    5.1005         
15/04/2025   09:20:00     Bearish    44.6296        
16/04/2025   08:50:00     Bearish    21.6772        
16/04/2025   08:55:00     Bearish    1.7852         
16/04/2025   09:10:00     Bullish    0.7651         
16/04/2025   09:25:00     Bullish    34.9386        
17/04/2025   09:30:00     Bearish    15.5566        
17/04/2025   09:35:00     Bearish    9.9460         
17/04/2025   09:45:00     Bullish    29.5830        
21/04/2025   08:40:00     Bearish    2.5503         
21/04/2025   09:00:00     Bearish    47.9449        
21/04/2025   09:05:00     Bearish    23.9725        
21/04/2025   09:20:00     Bearish    8.4159         
21/04/2025   09:50:00     Bearish    4.0804         
22/04/2025   08:45:00     Bullish    56.8708        
22/04/2025   09:40:00     Bullish    10.7111        
22/04/2025   10:00:00     Bullish    7.6508         
23/04/2025   09:30:00     Bullish    28.3079        
23/04/2025   09:35:00     Bullish    0.7651         
23/04/2025   09:55:00     Bearish    15.3016        
24/04/2025   08:40:00     Bullish    3.0603         
24/04/2025   08:45:00     Bullish    48.7100        
24/04/2025   08:50:00     Bullish    9.9460         
24/04/2025   08:55:00     Bullish    1.2751         
24/04/2025   09:00:00     Bullish    31.6233        
24/04/2025   09:05:00     Bullish    8.6709         
24/04/2025   09:30:00     Bullish    0.2550         
24/04/2025   09:45:00     Bearish    12.2413        
25/04/2025   09:05:00     Bullish    13.2614        
25/04/2025   09:10:00     Bullish    19.1270        
25/04/2025   09:25:00     Bearish    54.3206        
25/04/2025   09:40:00     Bullish    12.7513        
28/04/2025   08:45:00     Bullish    35.1936        
28/04/2025   08:55:00     Bearish    18.6169        
28/04/2025   09:00:00     Bearish    30.6031        
28/04/2025   09:55:00     Bearish    14.7915        
29/04/2025   08:45:00     Bullish    18.8719        
29/04/2025   08:50:00     Bullish    17.5968        
29/04/2025   09:05:00     Bullish    7.3958         
29/04/2025   09:25:00     Bearish    24.4825        
29/04/2025   09:35:00     Bullish    21.1672        
29/04/2025   09:40:00     Bullish    4.0804         
30/04/2025   08:40:00     Bearish    22.1873        
30/04/2025   09:10:00     Bullish    4.3354         
30/04/2025   09:15:00     Bullish    10.2010        
30/04/2025   09:30:00     Bullish    1.0201         
01/05/2025   09:20:00     Bullish    2.2952         
01/05/2025   09:25:00     Bullish    8.4159         
01/05/2025   09:40:00     Bullish    11.4762        
02/05/2025   09:05:00     Bullish    9.9460         
02/05/2025   09:15:00     Bullish    5.8656         
05/05/2025   09:00:00     Bullish    3.3153         
05/05/2025   09:55:00     Bullish    4.3354         
06/05/2025   08:50:00     Bearish    38.7640        
06/05/2025   08:55:00     Bearish    14.0264        
06/05/2025   09:05:00     Bullish    1.0201         
06/05/2025   09:10:00     Bullish    12.2413        
06/05/2025   09:20:00     Bullish    22.6973        
06/05/2025   09:25:00     Bullish    10.4561        
07/05/2025   09:00:00     Bullish    5.3556         
07/05/2025   09:50:00     Bearish    24.7375        
07/05/2025   09:55:00     Bearish    55.5957        
08/05/2025   08:50:00     Bearish    4.0804         
09/05/2025   08:45:00     Bearish    5.8656         
09/05/2025   09:00:00     Bullish    0.2550         
09/05/2025   09:20:00     Bearish    29.5830        
09/05/2025   09:25:00     Bearish    10.7111        
09/05/2025   09:30:00     Bearish    26.0127        
09/05/2025   09:40:00     Bearish    5.3556         
12/05/2025   09:25:00     Bearish    6.1206         
12/05/2025   09:30:00     Bearish    54.3206        
12/05/2025   09:40:00     Bullish    0.2550         
12/05/2025   09:45:00     Bullish    35.7037        
13/05/2025   08:40:00     Bullish    6.3757         
13/05/2025   08:55:00     Bullish    32.3883        
13/05/2025   09:00:00     Bullish    1.5302         
13/05/2025   09:05:00     Bullish    6.1206         
13/05/2025   09:10:00     Bullish    2.0402         
13/05/2025   09:15:00     Bullish    16.3217        
13/05/2025   09:55:00     Bullish    16.3217        
14/05/2025   08:45:00     Bearish    22.6973        
14/05/2025   08:50:00     Bearish    6.3757         
14/05/2025   09:55:00     Bullish    4.3354         
15/05/2025   09:20:00     Bullish    0.5101         
15/05/2025   09:30:00     Bearish    15.0465        
15/05/2025   09:35:00     Bearish    6.1206         
15/05/2025   09:45:00     Bullish    14.2815        
15/05/2025   10:00:00     Bullish    7.1407         
16/05/2025   09:30:00     Bearish    13.5164        
16/05/2025   09:35:00     Bearish    16.3217        
16/05/2025   09:40:00     Bearish    2.0402         
19/05/2025   08:40:00     Bullish    27.0328        
19/05/2025   08:45:00     Bullish    4.8455         
19/05/2025   08:50:00     Bullish    12.4963        
19/05/2025   09:05:00     Bullish    15.5566        
19/05/2025   09:10:00     Bullish    7.3958         
19/05/2025   09:30:00     Bearish    12.7513        
20/05/2025   09:20:00     Bullish    2.5503         
20/05/2025   09:40:00     Bullish    29.0730        
20/05/2025   10:00:00     Bearish    7.1407         
21/05/2025   08:45:00     Bullish    14.0264        
21/05/2025   09:55:00     Bullish    4.0804         
21/05/2025   10:00:00     Bullish    22.6973        
22/05/2025   08:55:00     Bullish    27.5428        
22/05/2025   09:00:00     Bullish    17.8518        
22/05/2025   09:05:00     Bullish    1.2751         
22/05/2025   09:15:00     Bearish    8.9259         
22/05/2025   09:20:00     Bearish    0.7651         
22/05/2025   09:25:00     Bearish    1.7852         
23/05/2025   09:05:00     Bullish    11.4762        
23/05/2025   09:55:00     Bearish    16.8317        
26/05/2025   08:55:00     Bearish    8.9259         
26/05/2025   09:35:00     Bearish    16.3217        
27/05/2025   08:50:00     Bullish    4.0804         
27/05/2025   09:00:00     Bullish    9.4360         
27/05/2025   09:05:00     Bullish    32.3883        
27/05/2025   09:10:00     Bullish    2.2952         
28/05/2025   08:40:00     Bullish    12.4963        
28/05/2025   08:50:00     Bearish    32.6434        
29/05/2025   08:45:00     Bearish    23.4624        
29/05/2025   09:05:00     Bearish    12.2413        
29/05/2025   09:10:00     Bearish    47.9449        
29/05/2025   09:30:00     Bullish    10.7111        
29/05/2025   09:50:00     Bullish    3.8254         
29/05/2025   09:55:00     Bullish    9.1809         
30/05/2025   08:50:00     Bearish    4.8455         
30/05/2025   08:55:00     Bearish    10.7111        
30/05/2025   09:05:00     Bullish    46.6698        
30/05/2025   09:10:00     Bullish    11.4762        
02/06/2025   08:50:00     Bearish    25.2476        
02/06/2025   08:55:00     Bearish    21.9323        
02/06/2025   09:25:00     Bullish    10.2010        
02/06/2025   09:30:00     Bullish    0.7651         
03/06/2025   08:45:00     Bullish    16.8317        
03/06/2025   09:50:00     Bullish    10.2010        
03/06/2025   09:55:00     Bullish    3.8254         
03/06/2025   10:00:00     Bullish    12.4963        
04/06/2025   09:05:00     Bearish    32.8984        
04/06/2025   10:00:00     Bullish    20.9122        
05/06/2025   09:25:00     Bullish    39.2740        
05/06/2025   10:00:00     Bullish    18.3619        
06/06/2025   08:45:00     Bullish    5.1005         
06/06/2025   09:30:00     Bearish    6.6307         
06/06/2025   09:40:00     Bullish    15.8116        
09/06/2025   08:50:00     Bullish    2.8053         
09/06/2025   09:10:00     Bullish    4.5905         
09/06/2025   09:15:00     Bullish    11.9862        
09/06/2025   09:45:00     Bearish    3.3153         
10/06/2025   09:15:00     Bullish    0.2550         
11/06/2025   09:25:00     Bullish    4.3354         
12/06/2025   09:10:00     Bullish    14.5365        
12/06/2025   09:15:00     Bullish    5.1005         
12/06/2025   09:40:00     Bullish    6.8857         
13/06/2025   09:15:00     Bearish    22.1873        
13/06/2025   09:25:00     Bearish    8.6709         
13/06/2025   09:40:00     Bullish    32.8984        
13/06/2025   09:55:00     Bullish    5.1005         
16/06/2025   08:55:00     Bullish    11.3614        
16/06/2025   09:30:00     Bullish    1.0099         
17/06/2025   09:40:00     Bearish    4.0396         
18/06/2025   08:45:00     Bullish    4.5446         
18/06/2025   08:50:00     Bullish    7.5743         
18/06/2025   09:15:00     Bullish    1.0099         
18/06/2025   09:25:00     Bullish    0.7574         
19/06/2025   08:40:00     Bearish    19.1882        
19/06/2025   08:50:00     Bearish    21.7129        
19/06/2025   09:10:00     Bullish    2.5248         
19/06/2025   09:55:00     Bullish    8.3317         
20/06/2025   08:50:00     Bearish    31.3070        
20/06/2025   08:55:00     Bearish    15.6535        
20/06/2025   09:00:00     Bearish    5.8069         
20/06/2025   09:25:00     Bearish    26.0050        
20/06/2025   09:45:00     Bearish    44.6882        
20/06/2025   09:50:00     Bearish    14.1387        
23/06/2025   08:50:00     Bullish    7.3218         
23/06/2025   09:05:00     Bullish    28.7823        
24/06/2025   09:20:00     Bullish    6.5644         
25/06/2025   08:50:00     Bearish    12.6238        
26/06/2025   09:00:00     Bullish    26.7625        
27/06/2025   09:00:00     Bullish    18.6832        
27/06/2025   09:05:00     Bullish    22.9753        
27/06/2025   09:40:00     Bullish    6.8169         
27/06/2025   09:55:00     Bearish    11.3614        
01/07/2025   09:15:00     Bullish    0.2525         
01/07/2025   09:25:00     Bearish    23.4803        
01/07/2025   09:40:00     Bearish    9.0891         
02/07/2025   08:50:00     Bullish    1.7673         
02/07/2025   09:05:00     Bullish    0.7574         
02/07/2025   09:10:00     Bullish    2.0198         
02/07/2025   09:15:00     Bullish    8.8367         
02/07/2025   09:30:00     Bullish    20.9555        
03/07/2025   08:55:00     Bullish    13.8862        
03/07/2025   09:05:00     Bullish    32.3169        
03/07/2025   09:10:00     Bullish    9.0891         
04/07/2025   09:30:00     Bullish    8.0792         
04/07/2025   09:35:00     Bullish    5.5545         
07/07/2025   09:55:00     Bearish    1.2624         
08/07/2025   09:35:00     Bullish    40.6486        
